id,image_id,category_id,bbox,segmentation,area,file_name,width,height,attributes
272,17,18,"[75.29297637939453, 58.260841369628906, 64.10968780517578, 43.948753356933594]",[],2817.540857139684,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
273,17,17,"[1.6249017715454102, 6.963524341583252, 72.43742370605469, 81.3971939086914]",[],5896.203023647773,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
274,17,62,"[52.441566467285156, 1.96548330783844, 32.691795349121094, 29.092065811157227]",[],951.0718617815146,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
275,17,18,"[15.336405754089355, 13.783376693725586, 105.26387023925781, 85.55888366699219]",[],9006.25922813802,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
276,17,18,"[52.464324951171875, 34.669212341308594, 63.550079345703125, 58.623321533203125]",[],3725.516734943725,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
277,17,64,"[67.94922637939453, 28.8419246673584, 18.478485107421875, 21.5270938873291]",[],397.7880838030833,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
278,17,15,"[102.8834457397461, 5.954564571380615, 32.683616638183594, 48.36280059814453]",[],1580.671234298672,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
279,17,67,"[101.34834289550781, 15.85937213897705, 24.500076293945312, 13.438786506652832]",[],329.2512947110372,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
280,17,62,"[56.855255126953125, 79.40701293945312, 22.83116912841797, 26.230316162109375]",[],598.8687845889945,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
281,17,77,"[110.35091400146484, 68.57023620605469, 9.2161865234375, 12.021324157714844]",[],110.7907656962052,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
282,17,67,"[102.41283416748047, 12.773895263671875, 26.642539978027344, 31.842830657958984]",[],848.373888818227,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
283,17,62,"[103.74491882324219, 4.064804553985596, 30.67388916015625, 50.35220718383789]",[],1544.4980221262667,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
284,17,15,"[102.90750122070312, 18.736440658569336, 25.7764892578125, 27.79600715637207]",[],716.483479876304,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
285,17,86,"[71.92874908447266, 36.27561950683594, 12.996223449707031, 13.913318634033203]",[],180.82059789486811,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
286,17,15,"[85.67584991455078, 33.43889236450195, 16.337478637695312, 20.081771850585938]",[],328.0855186160188,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
287,17,75,"[111.6176528930664, 68.07037353515625, 7.674827575683594, 12.060211181640625]",[],92.56004134542309,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
288,17,1,"[73.09310913085938, 67.6226577758789, 63.38392639160156, 38.69071960449219]",[],2452.3697234492283,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
289,17,18,"[57.36932373046875, 28.881839752197266, 37.413780212402344, 51.46474838256836]",[],1925.4907846720016,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
290,17,15,"[103.66275024414062, 47.19404983520508, 38.337249755859375, 40.12309646606445]",[],1538.2091701979516,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
291,17,76,"[52.07270050048828, 32.574764251708984, 54.51409149169922, 63.20906448364258]",[],3445.784724366007,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
292,17,67,"[104.9345474243164, 23.50016212463379, 35.485801696777344, 36.51258850097656]",[],1295.678474981687,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
293,17,1,"[104.40874481201172, 0.4799552857875824, 18.957351684570312, 14.576737403869629]",[],276.336337378787,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
294,17,18,"[102.23352813720703, 60.338706970214844, 39.76647186279297, 31.824874877929688]",[],1265.5629913700977,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
295,17,15,"[57.41019821166992, 33.76662826538086, 48.592098236083984, 50.553768157958984]",[],2456.5136685357575,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
296,17,62,"[105.70944213867188, 22.747392654418945, 34.69667053222656, 38.843292236328125]",[],1347.7329131108709,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
297,17,19,"[103.68838500976562, 59.99711608886719, 37.943267822265625, 31.861061096191406]",[],1208.9127742743585,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
298,17,15,"[103.3211669921875, 17.144041061401367, 23.67884063720703, 14.526832580566406]",[],343.9785536386189,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
299,17,67,"[109.58366394042969, 29.592884063720703, 30.529067993164062, 13.130027770996094]",[],400.8475105728721,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
300,17,19,"[0.0, 20.10891342163086, 69.90921020507812, 74.85429382324219]",[],5233.004561641719,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
301,17,18,"[1.496336579322815, 42.308780670166016, 58.196014404296875, 51.13486862182617]",[],2975.845550877624,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
302,17,1,"[113.63350677490234, 2.3387420177459717, 27.027183532714844, 48.159698486328125]",[],1301.6210098701995,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
303,17,15,"[81.35975646972656, 2.685107469558716, 43.21453857421875, 46.739933013916016]",[],2019.844638186274,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
304,17,15,"[82.15165710449219, 20.830350875854492, 21.99559783935547, 19.7406063079834]",[],434.2064374554466,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
305,17,18,"[58.93947219848633, 77.47366333007812, 45.001712799072266, 29.526329040527344]",[],1328.7353794927185,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
306,17,18,"[35.03234100341797, 8.315093994140625, 61.06623077392578, 75.9188461303711]",[],4636.0777778874035,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
307,17,17,"[72.22622680664062, 71.35771179199219, 53.80912780761719, 33.431976318359375]",[],1798.9454865758307,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
308,17,59,"[1.8203461170196533, 2.461970329284668, 68.51488494873047, 76.72177124023438]",[],5256.583329587476,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
309,17,15,"[76.45909118652344, 20.284439086914062, 28.67828369140625, 31.05286407470703]",[],890.5428453651257,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
310,17,15,"[61.676944732666016, 29.935585021972656, 38.664669036865234, 28.035175323486328]",[],1083.97077527309,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
311,17,62,"[58.99755096435547, 78.55131530761719, 37.854248046875, 27.457489013671875]",[],1039.3825998678803,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
312,17,1,"[1.007599115371704, 57.285091400146484, 41.42410659790039, 39.70161819458008]",[],1644.6040642014268,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
313,17,67,"[101.79855346679688, 13.22818660736084, 24.346534729003906, 10.211848258972168]",[],248.62311828438396,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
314,17,19,"[64.18466186523438, 69.15833282470703, 71.28564453125, 36.01078796386719]",[],2567.0522300824523,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
315,17,86,"[68.31051635742188, 28.97887420654297, 18.262603759765625, 22.040103912353516]",[],402.5096845753724,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
316,17,61,"[66.38882446289062, 29.4011173248291, 20.896583557128906, 20.535341262817383]",[],429.11847457262047,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
317,17,1,"[121.99213409423828, 14.9854736328125, 16.031333923339844, 15.875696182250977]",[],254.50858676315693,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
318,17,73,"[57.21561050415039, 36.46030044555664, 48.21638107299805, 48.089725494384766]",[],2318.7125301331253,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
319,17,21,"[0.0, 19.937000274658203, 70.2044677734375, 74.287353515625]",[],5215.304115861654,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
320,17,62,"[54.83183670043945, 10.350896835327148, 48.94834518432617, 69.48712921142578]",[],3401.2799865087436,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
321,17,1,"[130.6177215576172, 5.118264675140381, 11.382278442382812, 25.983661651611328]",[],295.7532718713046,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
322,17,75,"[61.459468841552734, 40.057857513427734, 49.2234001159668, 41.88997268676758]",[],2061.966886407681,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
323,17,62,"[105.49530029296875, 0.609056830406189, 26.630111694335938, 15.110289573669434]",[],402.38869908057677,1634017532948_Wooden Sofa Set for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
324,18,62,"[83.13809967041016, 17.016511917114258, 33.77666473388672, 76.63050842285156]",[],2588.3229913859395,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
325,18,67,"[114.91110229492188, 15.959406852722168, 26.625503540039062, 49.3413200378418]",[],1313.737491337757,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
326,18,67,"[52.99674606323242, 33.64960479736328, 40.388492584228516, 65.70487213134766]",[],2653.7207408246177,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
327,18,62,"[63.24006652832031, 9.253026008605957, 48.834327697753906, 85.84630584716797]",[],4192.246631382208,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
328,18,67,"[113.14888000488281, 15.579916954040527, 28.227142333984375, 15.01468563079834]",[],423.8216684005747,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
329,18,62,"[21.429943084716797, 4.855841636657715, 45.75423812866211, 87.42203521728516]",[],3999.92861702395,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
330,18,67,"[41.31629943847656, 19.263669967651367, 76.21041870117188, 79.3816146850586]",[],6049.706092323409,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
331,18,62,"[25.15260887145996, 3.689549207687378, 28.040651321411133, 69.8624038696289]",[],1958.987307383868,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
332,18,62,"[30.628084182739258, 3.8845443725585938, 76.44378662109375, 98.39059448242188]",[],7521.349610136822,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
333,18,67,"[0.0, 50.14467239379883, 34.66804122924805, 54.535587310791016]",[],1890.6419893517595,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
334,18,62,"[79.33346557617188, 7.1631388664245605, 19.128807067871094, 20.407785415649414]",[],390.37658989847114,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
335,18,62,"[64.36446380615234, 5.885186672210693, 40.618377685546875, 48.41595458984375]",[],1966.5775295365602,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
336,18,67,"[8.549227714538574, 7.666018486022949, 82.6783218383789, 92.97149658203125]",[],7686.727316204924,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
337,18,15,"[15.46835708618164, 4.481565475463867, 44.64746856689453, 78.53376007080078]",[],3506.3335842011147,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
338,18,15,"[8.5919828414917, 6.7143707275390625, 72.10163879394531, 94.285400390625]",[],6798.131882507354,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
339,18,84,"[106.35220336914062, 0.2382236272096634, 17.403610229492188, 13.01214599609375]",[],226.458317165263,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
340,18,84,"[119.76854705810547, 0.3692362904548645, 7.6643829345703125, 13.507068634033203]",[],103.52334633475402,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
341,18,61,"[51.8512077331543, 49.28556823730469, 13.42892074584961, 14.939666748046875]",[],200.62360072892625,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
342,18,15,"[0.041546013206243515, 20.74448585510254, 37.395172119140625, 81.74475860595703]",[],3056.859317907365,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
343,18,86,"[24.761125564575195, 1.7641433477401733, 27.965482711791992, 77.90717315673828]",[],2178.7117040393496,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
344,18,67,"[99.08123779296875, 13.635908126831055, 42.91876220703125, 20.2683162689209]",[],869.8910462827189,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
345,18,62,"[104.35755920410156, 7.826835632324219, 35.299102783203125, 57.38177490234375]",[],2025.5251701604575,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
346,18,54,"[51.33586883544922, 47.32622146606445, 15.667274475097656, 18.073925018310547]",[],283.16914410420577,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
347,18,62,"[48.70445251464844, 37.33674621582031, 23.01129150390625, 54.06066131591797]",[],1244.0056364345364,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
348,18,84,"[117.65091705322266, 16.092208862304688, 19.866355895996094, 7.200078964233398]",[],143.03933118273562,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
349,18,62,"[70.2857894897461, 7.064600944519043, 37.79253387451172, 23.906047821044922]",[],903.4701220825373,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
350,18,84,"[97.0177230834961, 0.25950223207473755, 12.203758239746094, 10.605802536010742]",[],129.4306500879611,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
351,18,62,"[92.195068359375, 15.24337100982666, 32.81239318847656, 58.728729248046875]",[],1927.0301555464976,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
352,18,51,"[0.2738945186138153, 43.05608367919922, 35.72093200683594, 61.418701171875]",[],2193.9332485087216,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
353,18,62,"[39.792022705078125, 6.585896968841553, 32.518524169921875, 77.55193328857422]",[],2521.8744170686696,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
354,18,84,"[113.2770004272461, 0.5285952687263489, 6.858207702636719, 12.45753002166748]",[],85.43632835042808,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
355,18,81,"[113.50384521484375, 15.043292045593262, 28.02154541015625, 14.5990629196167]",[],409.0883045477676,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
356,18,67,"[101.63159942626953, 14.328264236450195, 38.86901092529297, 8.493932723999023]",[],330.1507638478215,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
357,18,62,"[78.69122314453125, 66.22976684570312, 12.7738037109375, 26.424560546875]",[],337.54214957356453,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
358,18,62,"[95.3768539428711, 16.004701614379883, 21.15373992919922, 18.259950637817383]",[],386.2662469124043,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
359,18,67,"[62.212974548339844, 8.75804328918457, 73.1302261352539, 64.56501007080078]",[],4721.653786902607,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
360,18,9,"[0.0, 17.63180160522461, 37.108123779296875, 86.22213745117188]",[],3199.5417490536347,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
361,18,67,"[49.950408935546875, 20.15945816040039, 44.45957946777344, 40.42169189453125]",[],1797.1314230067655,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
362,18,62,"[95.78760528564453, 12.19247817993164, 22.034759521484375, 11.001350402832031]",[],242.41211053798907,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
363,18,15,"[48.448577880859375, 9.610346794128418, 63.838409423828125, 87.81370544433594]",[],5605.887281178962,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
364,18,62,"[27.904491424560547, 3.6520912647247314, 41.34709548950195, 47.706241607666016]",[],1972.514527197418,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
365,18,67,"[97.92211151123047, 13.151854515075684, 21.67089080810547, 6.195717811584473]",[],134.26672417268128,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
366,18,47,"[65.47577667236328, 4.833852767944336, 11.689865112304688, 21.05154037475586]",[],246.08966738713207,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
367,18,67,"[99.36558532714844, 8.111855506896973, 42.63441467285156, 44.27469253540039]",[],1887.625601067266,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
368,18,67,"[58.14177703857422, 10.060128211975098, 81.40718841552734, 27.53496551513672]",[],2241.544125705783,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
369,18,62,"[101.6518783569336, 0.47993534803390503, 35.860923767089844, 19.3094425201416]",[],692.4544461998012,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
370,18,62,"[25.845529556274414, 3.3355393409729004, 21.15940284729004, 46.05473327636719]",[],974.4906544191472,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
371,18,84,"[123.43541717529297, 0.5012431144714355, 6.494438171386719, 13.478187561035156]",[],87.53325577749638,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
372,18,61,"[0.0, 44.99286651611328, 33.374576568603516, 56.706199645996094]",[],1892.5454019998142,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
373,18,84,"[0.056849054992198944, 58.27037811279297, 10.725790023803711, 20.48505401611328]",[],219.71838800310798,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
374,18,84,"[99.825927734375, 0.012405586428940296, 15.149375915527344, 11.947460174560547]",[],180.99656542020966,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
375,18,67,"[0.9641967415809631, 19.309120178222656, 43.85911178588867, 83.59123992919922]",[],3666.237536375789,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
376,18,67,"[51.780433654785156, 38.10673141479492, 40.217681884765625, 27.801830291748047]",[],1118.1251664877636,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
377,18,62,"[123.360595703125, 13.878775596618652, 18.105758666992188, 50.15428161621094]",[],908.0813190594781,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
378,18,67,"[95.36654663085938, 17.307910919189453, 46.633453369140625, 69.15728759765625]",[],3225.04314632155,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
379,18,15,"[111.09785461425781, 14.289877891540527, 30.902145385742188, 50.041114807128906]",[],1546.3778050345136,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
380,18,62,"[47.29210662841797, 4.647184371948242, 48.0523681640625, 58.52305603027344]",[],2812.1714344527572,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
381,18,72,"[97.53157806396484, 0.03396006301045418, 11.190238952636719, 10.545002937316895]",[],118.00110262483213,1634024854263_Depo Teak Heavy Modern Dining Table and 6 Chairs Code 8323 for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
382,19,1,"[60.85969543457031, 23.798412322998047, 14.850509643554688, 20.577850341796875]",[],305.5915649444796,1634016612912_Steel Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
383,19,15,"[25.656877517700195, 24.107423782348633, 98.63401794433594, 70.01175689697266]",[],6905.540886090486,1634016612912_Steel Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
384,19,1,"[55.704647064208984, 20.481510162353516, 19.221088409423828, 57.7338981628418]",[],1109.708360808654,1634016612912_Steel Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
385,19,15,"[25.253421783447266, 30.797727584838867, 48.86973190307617, 13.534933090209961]",[],661.4485514446351,1634016612912_Steel Cupboard for sale.jpg,142,107,"{'color': 'red', 'size': 'small', 'material': 'wood'}"
